param_short_window,param_long_window,param_minimum_average_amount,status,run_id,error,cumulative_return,annual_return,annual_volatility,downside_volatility,sharpe,sortino,calmar,risk_free_rate,best_day_return,worst_day_return,positive_day_ratio,positive_month_ratio,return_observations,max_drawdown,max_drawdown_start_date,max_drawdown_trough_date,max_drawdown_recovery_date,max_drawdown_duration_trading_days,orders,fills,filled_orders,rejected_orders,failed_orders,order_fill_rate,buy_fills,sell_fills,closed_trades,winning_trades,losing_trades,trade_win_rate,average_trade_pnl,average_win,average_loss,payoff_ratio,profit_factor,max_trade_profit,max_trade_loss,average_holding_days,max_holding_days,realized_gross_pnl,realized_net_pnl,commission,stamp_tax,slippage_cost,total_transaction_cost,transaction_cost_to_initial_cash,traded_notional,portfolio_turnover,annualized_turnover,average_position_count,max_position_count,average_exposure,max_exposure,average_cash_ratio,minimum_cash_ratio,time_in_market_ratio,max_single_position_weight,average_concentration_hhi,max_concentration_hhi,initial_cash,final_equity,risk_checks,risk_rejections,risk_adjustments,validity_status,metrics_reliable,evaluation_mode,validity_audit_version,unknown_market_rows,unknown_market_symbols,unknown_status_orders,eligible,objective_value,rank
20,60,20000000.0,SUCCESS,a418f59c-fad6-4072-b7dc-3926d1469e37,,0.033064674790550974,0.01711691175573038,0.17668194925483532,0.15700296942044598,0.18390266366577043,0.20695329018021325,0.09774374475777484,0.0,0.060706934408873536,-0.06292576162498675,0.453416149068323,0.4583333333333333,483,-0.1751202780101061,2023-01-16,2023-12-14,2024-09-30,413,312,310,310,2,0,0.9935897435897436,152,158,242,128,114,0.5289256198347108,-28.89526695619293,2842.9808187097697,-3253.4578894583265,0.8738335996053425,0.9811464978024897,48644.645372800005,-22436.314991999963,58.63223140495868,231,21178.999999999985,-6992.654603398689,8669.73087195,6603.0218375,13691.572499998632,28964.32520944863,0.02896432520944863,27383623.9225,14.275548428111888,7.448112223362725,4.551652892561983,5,0.957996842443426,0.9983719559240312,0.04200315755657403,0.0016280440759688178,0.9917355371900827,0.2943906974113419,0.20498832418415255,0.24945588507172217,1000000.0,1033064.6747905511,585,27,0,WARNING,True,in_sample,2,0,0,0,True,0.18390266366577043,1
